"For product &quot;%s&quot; only %s unit(s) can be bought per account. You already bought %s and you can still buy %s more.","Del producto &quot;%s&quot; sólo puede comprarse %s unidad(es) por usuario. Ha comprado %s y puede comprar %s más"
"The product &quot;%s&quot; has a quantity limit per user. You must be logged in to add it to the cart.","El producto &quot;%s&quot; tiene un límite de cantidad por usuario. Debe hacer login para añadirlo al carrito."
